account_id,account_age_days,total_activity,activity_ratio,is_throwaway
account_0,325.98461322062695,34.44091527474112,0.10565196600684784,0
account_1,202.64321435241087,208.67072732955342,1.0297444599682488,0
account_2,277.89318481907094,40.07103553554071,0.1441958195614978,0
account_3,46.99324793612378,62.423372722435765,1.3283476981051745,1
account_4,159.17940681842217,38.62527816820528,0.24265248212832952,0
account_5,587.9397751124683,13.067588713908926,0.022226066796397978,0
account_6,78.2579037350585,7.314681316131341,0.0934689145379505,0
account_7,106.97120537158746,172.1767962078068,1.6095620836440396,0
account_8,59.584873843858105,311.11025296618817,5.221295823860451,0
account_9,746.7077264362905,18.489687702771164,0.024761612941939626,0
account_10,34.860738972876675,71.69900902175577,2.056726596574474,0
account_11,1026.5328777402392,239.91195201548035,0.23371092852243674,0
account_12,829.7027169910574,22.216863399691807,0.02677689604327433,0
account_13,154.4790822153709,47.32953305576786,0.30638150082858595,0
account_14,317.0655755247398,17.421025853869086,0.054944551533346035,0
account_15,96.94172540624822,37.151085687272314,0.3832311167516913,0
account_16,611.005991060107,134.5034318193562,0.22013439113091213,0
account_17,91.8069727303818,79.19632592061518,0.8626395530239136,0
account_18,8.106878177265152,156.72215918468254,19.331998798772208,1
account_19,5.802833085655713,673.126111653828,115.99956464675144,1
account_20,188.54483953851908,4.405650005242228,0.023366590228751226,0
account_21,211.7476160368797,295.22839319138205,1.3942465975152356,0
account_22,556.2840339253221,11.505461797192927,0.02068271080154256,0
account_23,205.4359587700261,149.26978155562585,0.7266000677258498,0
account_24,390.60967249365797,21.321312751566687,0.054584702461285994,0
account_25,1045.304417579653,249.6743767706662,0.2388532685519248,0
account_26,388.4248128580658,165.1657816993581,0.42521944075625073,0
account_27,7.114765875903643,125.2889964252741,17.609714586618242,1
account_28,190.59670984706784,16.076374326070546,0.08434759623589519,0
account_29,644.6873122406239,48.14666707162233,0.07468220043649938,0
account_30,109.93950525301159,27.113087588043506,0.24661824269307228,0
account_31,405.74765484077113,91.86572411940529,0.22641097988713318,0
account_32,194.32450195492868,173.72579424419513,0.8939984021391641,0
account_33,261.0705492725481,161.41425697063463,0.6182783060762785,0
account_34,72.47870850342609,215.14443758886438,2.9683812257594853,0
account_35,450.3347857384534,2.567541475277774,0.005701406057423593,0
account_36,168.68010334871963,5.735463100539237,0.0340020131993995,0
account_37,130.5556962207179,48.907594231495025,0.37461095645196274,0
account_38,3.387807016650208,120.75788948270116,35.64485488376608,1
account_39,37.25753094865373,51.21308011847747,1.3745698873351675,1
account_40,78.00862913216997,36.77056873312893,0.47136540075365996,0
account_41,94.37605375452803,337.6475102731325,3.577682016153729,0
account_42,523.8871051189259,79.11509676433816,0.1510155451266137,0
account_43,324.7087397834348,76.47704065903582,0.2355250453376843,0
account_44,96.35587904748866,248.27787288047688,2.576675915728131,0
account_45,199.85132662145313,142.6381868893206,0.7137214913739234,0
account_46,1138.8174716522312,133.91351223725042,0.11758996992113635,0
account_47,806.6291770138954,5.08785470907684,0.006307551045837255,0
account_48,258.32810382076997,25.744846813005285,0.09965948896859964,0
account_49,948.2953651078669,55.124860056226034,0.058130475044508606,0
account_50,1219.3217029428215,58.85213137801089,0.04826628709713919,0
account_51,188.16340895298845,240.29411851621444,1.2770501972370758,0
account_52,554.2197284406196,167.02857504004902,0.30137609050837827,0
account_53,237.54677299734223,188.6983363836401,0.7943628701104323,0
account_54,606.5409598649983,283.0087717685054,0.4665946580615042,0
account_55,523.9735216990339,163.52548810867347,0.3120873123100315,0
account_56,213.4544701033575,5.262413659268366,0.024653565028271533,0
account_57,438.84030171268614,59.8474268823776,0.1363763233431564,0
account_58,191.17787867721464,100.71571876970357,0.5268168025849493,0
account_59,535.0779783834448,78.89886328531671,0.14745301894815901,0
account_60,155.9927921788033,138.0744623767398,0.8851336042403484,0
account_61,118.83602212198518,341.9499560525408,2.877494129696879,0
account_62,1179.6389415122394,55.70529043097237,0.047222322416349626,0
account_63,863.0553793416351,74.45443545436041,0.08626843333177127,0
account_64,136.06295828871833,59.19027681089136,0.43502123983878666,0
account_65,114.18603612654937,0.0943860563902917,0.0008265989396959723,0
account_66,57.77016959381851,105.50772370288581,1.8263357100162518,1
account_67,696.8441788497339,79.99764615179966,0.11479990588979318,0
